household_id,lat,lon,district,sector,children_under5,avg_meal_count,water_source,sanitation_tier,income_band
KIC-01262,-1.97056,30.12414,Kicukiro,Gikondo,3,2.6,piped,3,upper
KIC-01263,-1.917767,30.06932,Kicukiro,Kagarama,1,2.6,protected_well,1,low
KIC-01264,-1.996279,30.105291,Kicukiro,Gikondo,1,3.3,surface_water,2,middle
KIC-01265,-1.958267,30.101059,Kicukiro,Kanombe,2,2.8,piped,3,lower_middle
KIC-01266,-1.9637,30.112482,Kicukiro,Gikondo,3,2.8,piped,2,middle
KIC-01267,-2.031356,30.120132,Kicukiro,Kanombe,1,2.1,public_tap,1,lower_middle
KIC-01268,-1.942499,30.077247,Kicukiro,Nyarugunga,2,1.9,public_tap,2,middle
KIC-01269,-1.992093,30.077137,Kicukiro,Nyarugunga,1,2.7,public_tap,3,low
KIC-01270,-1.941661,30.12415,Kicukiro,Kanombe,2,2.5,piped,2,lower_middle
KIC-01271,-1.918862,30.115145,Kicukiro,Kagarama,2,2.1,piped,1,low
KIC-01272,-1.972443,30.102746,Kicukiro,Kagarama,2,2.4,public_tap,1,lower_middle
KIC-01273,-1.978166,30.095128,Kicukiro,Kagarama,2,1.9,protected_well,2,lower_middle
KIC-01274,-1.993315,30.137137,Kicukiro,Nyarugunga,0,2.9,public_tap,3,low
KIC-01275,-1.964473,30.108047,Kicukiro,Nyarugunga,1,2.4,protected_well,3,middle
KIC-01276,-1.979499,30.086955,Kicukiro,Kagarama,1,3.5,public_tap,3,lower_middle
KIC-01277,-1.988892,30.113118,Kicukiro,Gikondo,4,2.6,protected_well,3,upper
KIC-01278,-1.893325,30.080249,Kicukiro,Kagarama,1,2.0,piped,2,low
KIC-01279,-1.982202,30.125111,Kicukiro,Gikondo,1,2.0,public_tap,1,upper
KIC-01280,-1.969971,30.061244,Kicukiro,Kagarama,1,2.3,piped,2,lower_middle
KIC-01281,-1.923266,30.108197,Kicukiro,Gikondo,1,1.9,protected_well,2,lower_middle
KIC-01282,-1.930191,30.062161,Kicukiro,Nyarugunga,3,2.4,public_tap,1,low
KIC-01283,-1.986162,30.109607,Kicukiro,Kagarama,1,2.1,piped,2,middle
KIC-01284,-1.985279,30.0854,Kicukiro,Kagarama,3,2.3,public_tap,2,lower_middle
KIC-01285,-1.967348,30.090125,Kicukiro,Kanombe,1,1.4,surface_water,3,lower_middle
KIC-01286,-1.985764,30.078841,Kicukiro,Kagarama,1,1.7,public_tap,3,upper
KIC-01287,-1.995702,30.093734,Kicukiro,Gikondo,1,2.2,piped,2,lower_middle
KIC-01288,-1.93033,30.081962,Kicukiro,Kanombe,2,2.2,surface_water,3,middle
KIC-01289,-1.949282,30.115454,Kicukiro,Kagarama,4,2.2,surface_water,2,lower_middle
KIC-01290,-2.003386,30.114244,Kicukiro,Kagarama,3,2.0,protected_well,3,low
KIC-01291,-1.968557,30.146295,Kicukiro,Nyarugunga,3,2.3,protected_well,1,middle
KIC-01292,-1.945467,30.10903,Kicukiro,Kanombe,2,2.8,public_tap,3,lower_middle
KIC-01293,-1.96314,30.101767,Kicukiro,Gikondo,2,2.5,surface_water,3,lower_middle
KIC-01294,-1.96887,30.088844,Kicukiro,Kagarama,0,3.2,surface_water,3,low
KIC-01295,-1.995566,30.076993,Kicukiro,Nyarugunga,1,3.0,piped,3,lower_middle
KIC-01296,-1.97207,30.074452,Kicukiro,Kagarama,1,2.7,piped,2,upper
KIC-01297,-2.006708,30.139107,Kicukiro,Kanombe,1,2.1,surface_water,1,low
KIC-01298,-1.985269,30.150522,Kicukiro,Gikondo,1,1.9,surface_water,3,lower_middle
KIC-01299,-1.979791,30.097983,Kicukiro,Nyarugunga,3,2.2,piped,2,upper
KIC-01300,-1.942489,30.088699,Kicukiro,Kagarama,2,2.3,piped,2,lower_middle
KIC-01301,-1.940433,30.090537,Kicukiro,Gikondo,0,1.8,surface_water,2,lower_middle
KIC-01302,-1.958051,30.09925,Kicukiro,Kagarama,3,2.6,protected_well,3,lower_middle
KIC-01303,-1.94845,30.090809,Kicukiro,Kagarama,0,3.3,public_tap,3,lower_middle
KIC-01304,-1.959454,30.092522,Kicukiro,Kanombe,1,2.3,piped,3,lower_middle
KIC-01305,-1.943419,30.139728,Kicukiro,Kanombe,3,2.4,piped,2,middle
KIC-01306,-1.92854,30.108663,Kicukiro,Kagarama,1,2.5,public_tap,1,low
KIC-01307,-1.956919,30.118769,Kicukiro,Nyarugunga,2,1.9,public_tap,3,lower_middle
KIC-01308,-2.027218,30.103477,Kicukiro,Kanombe,1,2.7,protected_well,1,low
KIC-01309,-1.952456,30.038448,Kicukiro,Kanombe,3,1.7,surface_water,3,low
KIC-01310,-1.987672,30.089403,Kicukiro,Kanombe,3,2.2,surface_water,3,low
KIC-01311,-1.960557,30.118189,Kicukiro,Kanombe,1,3.2,public_tap,3,middle
KIC-01312,-2.031744,30.027421,Kicukiro,Gikondo,1,2.5,protected_well,2,middle
KIC-01313,-2.001698,30.128618,Kicukiro,Kagarama,1,2.8,protected_well,1,lower_middle
KIC-01314,-1.954946,30.115665,Kicukiro,Gikondo,3,3.1,protected_well,2,middle
KIC-01315,-2.013393,30.114278,Kicukiro,Gikondo,2,2.1,piped,3,middle
KIC-01316,-2.002033,30.154526,Kicukiro,Kagarama,0,3.0,piped,2,lower_middle
KIC-01317,-1.980714,30.109493,Kicukiro,Kanombe,1,2.6,piped,3,low
KIC-01318,-1.965902,30.09448,Kicukiro,Nyarugunga,4,3.1,piped,3,low
KIC-01319,-2.024151,30.127757,Kicukiro,Kanombe,1,2.1,piped,2,low
KIC-01320,-1.815634,30.121213,Kicukiro,Kanombe,1,2.1,public_tap,1,lower_middle
KIC-01321,-1.947117,30.068434,Kicukiro,Kanombe,3,2.7,piped,2,low
KIC-01322,-1.947025,30.198,Kicukiro,Kanombe,3,2.4,piped,3,low
KIC-01323,-2.018139,30.090964,Kicukiro,Nyarugunga,0,2.1,protected_well,2,lower_middle
KIC-01324,-1.968094,30.131114,Kicukiro,Gikondo,2,2.9,public_tap,1,middle
KIC-01325,-1.971662,30.121933,Kicukiro,Nyarugunga,1,2.6,protected_well,3,lower_middle
KIC-01326,-2.042796,30.205188,Kicukiro,Kagarama,0,2.0,surface_water,2,middle
KIC-01327,-1.991494,30.112915,Kicukiro,Kanombe,1,1.8,piped,2,upper
KIC-01328,-1.963443,30.024851,Kicukiro,Nyarugunga,1,1.6,public_tap,2,lower_middle
KIC-01329,-1.984624,30.069618,Kicukiro,Kagarama,2,2.5,public_tap,3,low
KIC-01330,-1.883327,30.068917,Kicukiro,Nyarugunga,1,1.6,protected_well,2,lower_middle
KIC-01331,-1.943146,30.107152,Kicukiro,Kanombe,2,3.1,piped,3,middle
KIC-01332,-1.972911,30.072076,Kicukiro,Kanombe,2,2.3,public_tap,3,upper
KIC-01333,-1.947892,30.118128,Kicukiro,Kagarama,0,2.0,public_tap,2,low
KIC-01334,-1.952944,30.114828,Kicukiro,Nyarugunga,2,2.7,piped,3,middle
KIC-01335,-1.973087,30.119204,Kicukiro,Kanombe,2,2.2,protected_well,3,low
KIC-01336,-1.96869,30.084886,Kicukiro,Kagarama,0,2.9,piped,2,low
KIC-01337,-1.980387,30.100146,Kicukiro,Nyarugunga,2,1.9,piped,3,low
KIC-01338,-1.902528,30.061066,Kicukiro,Nyarugunga,4,2.5,surface_water,3,lower_middle
KIC-01339,-2.023351,30.093971,Kicukiro,Kagarama,2,1.8,piped,2,lower_middle
KIC-01340,-1.990594,30.15242,Kicukiro,Nyarugunga,0,1.7,protected_well,1,middle
KIC-01341,-2.004671,30.057404,Kicukiro,Nyarugunga,3,3.0,public_tap,2,lower_middle
KIC-01342,-1.951874,30.156195,Kicukiro,Kanombe,3,2.0,protected_well,2,low
KIC-01343,-1.988398,30.065192,Kicukiro,Kanombe,1,3.3,surface_water,2,middle
KIC-01344,-1.987502,30.117517,Kicukiro,Kanombe,3,3.2,surface_water,2,lower_middle
KIC-01345,-1.999635,30.109029,Kicukiro,Kagarama,1,2.6,public_tap,3,lower_middle
KIC-01346,-1.96191,30.131852,Kicukiro,Gikondo,1,2.6,piped,2,low
KIC-01347,-1.948002,30.098117,Kicukiro,Nyarugunga,1,2.1,public_tap,3,upper
KIC-01348,-1.975879,30.104014,Kicukiro,Kagarama,2,3.2,piped,3,upper
KIC-01349,-1.966171,30.114703,Kicukiro,Gikondo,3,3.0,piped,2,middle
KIC-01350,-1.942848,30.11773,Kicukiro,Gikondo,1,3.1,piped,2,middle
KIC-01351,-1.971429,30.11975,Kicukiro,Kagarama,1,2.4,piped,3,middle
KIC-01352,-1.977243,30.095287,Kicukiro,Gikondo,0,2.8,piped,3,middle
KIC-01353,-1.99982,30.101501,Kicukiro,Kanombe,2,1.0,piped,2,low
KIC-01354,-1.964624,30.079438,Kicukiro,Kagarama,1,3.3,piped,3,lower_middle
KIC-01355,-1.931768,30.113322,Kicukiro,Nyarugunga,1,3.1,piped,1,low
KIC-01356,-1.935365,30.066246,Kicukiro,Kanombe,3,2.8,public_tap,3,low
KIC-01357,-1.942204,30.139034,Kicukiro,Nyarugunga,1,2.9,public_tap,3,low
KIC-01358,-2.032791,30.057586,Kicukiro,Gikondo,3,1.6,surface_water,1,upper
KIC-01359,-1.936017,30.086036,Kicukiro,Kanombe,4,2.7,public_tap,3,upper
KIC-01360,-1.968994,30.025981,Kicukiro,Nyarugunga,1,1.8,public_tap,2,lower_middle
KIC-01361,-2.008108,30.098713,Kicukiro,Kagarama,2,2.3,piped,2,low
KIC-01362,-1.965262,30.097955,Kicukiro,Gikondo,2,2.8,piped,2,middle
KIC-01363,-1.985859,30.136061,Kicukiro,Nyarugunga,4,2.5,piped,3,lower_middle
KIC-01364,-1.946829,30.091165,Kicukiro,Gikondo,2,1.4,piped,3,upper
KIC-01365,-1.943915,30.091282,Kicukiro,Nyarugunga,3,3.1,piped,1,middle
KIC-01366,-1.947485,30.102461,Kicukiro,Kagarama,3,3.0,piped,2,low
KIC-01367,-1.955554,30.104142,Kicukiro,Kanombe,1,1.9,piped,2,lower_middle
KIC-01368,-2.048302,30.22929,Kicukiro,Nyarugunga,3,2.4,public_tap,1,upper
KIC-01369,-1.998191,30.101581,Kicukiro,Gikondo,3,2.8,public_tap,3,middle
KIC-01370,-1.96462,30.124216,Kicukiro,Kagarama,1,2.0,public_tap,2,lower_middle
KIC-01371,-2.002198,30.1253,Kicukiro,Kanombe,1,2.0,piped,2,middle
KIC-01372,-1.886049,29.982796,Kicukiro,Gikondo,2,2.3,protected_well,3,middle
KIC-01373,-1.965813,30.102987,Kicukiro,Kagarama,4,1.9,public_tap,2,lower_middle
KIC-01374,-1.966497,30.085666,Kicukiro,Gikondo,4,2.2,protected_well,1,upper
KIC-01375,-1.954812,30.084249,Kicukiro,Kagarama,0,2.5,protected_well,3,middle
KIC-01376,-1.983974,30.099626,Kicukiro,Kanombe,2,2.5,public_tap,3,upper
KIC-01377,-2.000081,30.08593,Kicukiro,Kanombe,1,1.9,public_tap,3,low
KIC-01378,-1.92559,30.096503,Kicukiro,Gikondo,2,2.5,piped,3,upper
KIC-01379,-1.975699,30.09944,Kicukiro,Kagarama,2,1.8,public_tap,2,lower_middle
KIC-01380,-1.930004,30.126706,Kicukiro,Nyarugunga,0,1.5,surface_water,1,low
KIC-01381,-1.980913,30.117046,Kicukiro,Kanombe,1,2.6,protected_well,2,middle
KIC-01382,-1.965844,30.095816,Kicukiro,Nyarugunga,2,2.1,protected_well,2,lower_middle
KIC-01383,-1.949988,30.102969,Kicukiro,Nyarugunga,1,2.4,public_tap,3,lower_middle
KIC-01384,-1.990783,30.113636,Kicukiro,Gikondo,2,2.9,protected_well,3,middle
KIC-01385,-1.978305,30.134128,Kicukiro,Gikondo,2,2.6,protected_well,1,low
KIC-01386,-1.978402,30.058429,Kicukiro,Gikondo,2,1.9,piped,2,lower_middle
KIC-01387,-2.032882,30.109128,Kicukiro,Kagarama,3,2.4,protected_well,1,middle
KIC-01388,-1.95906,30.126559,Kicukiro,Kanombe,2,2.8,public_tap,1,low
KIC-01389,-1.959834,30.074296,Kicukiro,Kanombe,3,2.5,public_tap,3,middle
KIC-01390,-1.965414,30.073085,Kicukiro,Nyarugunga,1,2.1,piped,3,lower_middle
KIC-01391,-1.960879,30.111813,Kicukiro,Gikondo,1,2.7,piped,2,lower_middle
KIC-01392,-1.982815,30.055485,Kicukiro,Kagarama,1,2.6,piped,3,middle
KIC-01393,-1.957978,30.191945,Kicukiro,Kanombe,3,2.0,piped,2,lower_middle
KIC-01394,-1.960525,30.141894,Kicukiro,Kagarama,0,3.0,piped,2,middle
KIC-01395,-1.970797,30.127753,Kicukiro,Gikondo,1,2.6,piped,1,lower_middle
KIC-01396,-2.004776,30.057233,Kicukiro,Gikondo,1,2.5,protected_well,1,low
KIC-01397,-1.993715,30.078343,Kicukiro,Kanombe,3,1.5,protected_well,2,lower_middle
KIC-01398,-1.988546,30.086594,Kicukiro,Nyarugunga,2,3.3,piped,1,lower_middle
KIC-01399,-1.984013,30.092098,Kicukiro,Nyarugunga,1,2.6,public_tap,2,upper
KIC-01400,-1.957214,30.086943,Kicukiro,Gikondo,2,2.2,public_tap,3,middle
KIC-01401,-1.947254,30.006119,Kicukiro,Gikondo,1,2.2,surface_water,2,lower_middle
KIC-01402,-1.950258,30.068034,Kicukiro,Nyarugunga,1,2.8,protected_well,2,upper
KIC-01403,-1.968852,30.091679,Kicukiro,Gikondo,1,3.0,protected_well,3,low
KIC-01404,-1.979643,30.110143,Kicukiro,Kanombe,3,2.9,piped,2,low
KIC-01405,-1.999586,30.081611,Kicukiro,Kanombe,2,2.7,public_tap,2,low
KIC-01406,-1.96706,30.088765,Kicukiro,Kagarama,3,2.3,piped,3,middle
KIC-01407,-1.921456,30.072797,Kicukiro,Nyarugunga,3,1.9,piped,2,low
KIC-01408,-1.963419,30.139365,Kicukiro,Gikondo,3,3.0,piped,3,low
KIC-01409,-1.974596,30.080753,Kicukiro,Kagarama,1,2.6,piped,2,low
KIC-01410,-1.983843,30.125804,Kicukiro,Kanombe,3,2.6,piped,1,middle
KIC-01411,-1.956083,30.084812,Kicukiro,Nyarugunga,2,2.0,protected_well,2,middle
KIC-01412,-2.008284,30.071444,Kicukiro,Kanombe,1,2.8,protected_well,3,middle
KIC-01413,-1.971016,30.089128,Kicukiro,Gikondo,3,2.8,piped,2,upper
KIC-01414,-1.961067,30.064227,Kicukiro,Kagarama,2,3.0,piped,2,low
KIC-01415,-1.973598,30.094695,Kicukiro,Gikondo,3,2.4,surface_water,3,upper
KIC-01416,-1.992443,30.116584,Kicukiro,Gikondo,1,2.0,public_tap,2,lower_middle
KIC-01417,-2.040101,30.09032,Kicukiro,Nyarugunga,1,2.1,public_tap,1,middle
KIC-01418,-2.013298,30.067805,Kicukiro,Nyarugunga,3,2.4,piped,3,low
KIC-01419,-1.98693,30.128665,Kicukiro,Gikondo,0,2.7,public_tap,3,middle
KIC-01420,-1.988797,30.078935,Kicukiro,Nyarugunga,2,2.4,piped,1,middle
KIC-01421,-1.9252,30.107311,Kicukiro,Kagarama,2,2.0,surface_water,3,lower_middle
KIC-01422,-1.93813,30.11281,Kicukiro,Kagarama,1,2.1,piped,2,middle
KIC-01423,-1.954516,30.090796,Kicukiro,Gikondo,0,2.6,piped,2,lower_middle
KIC-01424,-1.995702,30.076656,Kicukiro,Kagarama,1,1.7,public_tap,3,low
KIC-01425,-1.938002,30.049591,Kicukiro,Gikondo,0,2.6,protected_well,3,low
KIC-01426,-1.937357,30.081472,Kicukiro,Kagarama,1,2.2,piped,1,upper
KIC-01427,-1.977129,30.091418,Kicukiro,Kanombe,3,1.9,protected_well,3,lower_middle
KIC-01428,-1.953276,30.111949,Kicukiro,Gikondo,0,1.9,public_tap,2,middle
KIC-01429,-1.955293,30.093444,Kicukiro,Kagarama,1,2.3,piped,1,low
KIC-01430,-1.957526,30.068416,Kicukiro,Kanombe,1,2.5,piped,3,low
KIC-01431,-1.986701,30.061191,Kicukiro,Gikondo,3,3.4,public_tap,3,low
KIC-01432,-1.96299,30.127663,Kicukiro,Kagarama,2,1.5,public_tap,2,lower_middle
KIC-01433,-1.874711,30.105466,Kicukiro,Kagarama,1,2.3,protected_well,3,middle
KIC-01434,-1.950627,30.209251,Kicukiro,Kanombe,2,3.1,surface_water,1,low
KIC-01435,-1.935865,30.105589,Kicukiro,Nyarugunga,2,2.0,protected_well,2,low
KIC-01436,-1.979472,30.097503,Kicukiro,Nyarugunga,1,2.7,piped,3,lower_middle
KIC-01437,-1.97057,30.125538,Kicukiro,Kanombe,3,2.9,piped,2,lower_middle
KIC-01438,-1.972251,30.121051,Kicukiro,Kanombe,3,1.6,protected_well,2,lower_middle
KIC-01439,-1.987633,30.095057,Kicukiro,Gikondo,1,2.9,piped,3,upper
KIC-01440,-1.954626,30.115782,Kicukiro,Nyarugunga,3,2.3,public_tap,3,middle
KIC-01441,-1.971115,30.096141,Kicukiro,Gikondo,0,2.4,piped,2,low
KIC-01442,-1.971932,30.096366,Kicukiro,Kagarama,3,2.3,surface_water,3,middle
KIC-01443,-1.96508,30.062668,Kicukiro,Kanombe,3,2.2,public_tap,3,low
KIC-01444,-1.971394,30.102845,Kicukiro,Gikondo,3,2.6,public_tap,2,middle
KIC-01445,-1.962071,30.119227,Kicukiro,Kanombe,3,2.4,public_tap,1,low
KIC-01446,-1.976665,30.077698,Kicukiro,Gikondo,3,2.0,piped,3,lower_middle
KIC-01447,-2.025396,30.137701,Kicukiro,Kagarama,3,2.4,protected_well,2,low
KIC-01448,-2.022717,30.082213,Kicukiro,Kagarama,1,2.6,protected_well,2,middle
KIC-01449,-1.966365,30.094954,Kicukiro,Nyarugunga,4,3.5,piped,3,middle
KIC-01450,-2.005947,30.089032,Kicukiro,Nyarugunga,2,3.3,piped,2,low
KIC-01451,-1.971795,30.125242,Kicukiro,Kagarama,0,3.0,piped,3,upper
KIC-01452,-1.941225,30.016838,Kicukiro,Gikondo,3,2.0,protected_well,1,lower_middle
KIC-01453,-1.992932,30.122443,Kicukiro,Kanombe,2,3.4,public_tap,3,upper
KIC-01454,-1.955117,30.114142,Kicukiro,Kagarama,4,3.0,piped,3,middle
KIC-01455,-1.970269,30.052367,Kicukiro,Kagarama,0,2.2,public_tap,2,lower_middle
KIC-01456,-1.982333,30.100463,Kicukiro,Gikondo,0,2.4,piped,3,upper
KIC-01457,-1.950491,30.080014,Kicukiro,Kagarama,1,2.6,piped,3,middle
KIC-01458,-1.966013,30.07194,Kicukiro,Kagarama,2,2.5,piped,3,lower_middle
KIC-01459,-1.979483,30.134199,Kicukiro,Gikondo,1,3.4,protected_well,3,middle
KIC-01460,-1.964512,30.10301,Kicukiro,Kagarama,1,2.0,protected_well,2,middle
KIC-01461,-1.958217,30.111149,Kicukiro,Nyarugunga,4,2.4,piped,3,lower_middle
KIC-01462,-1.95943,30.089728,Kicukiro,Nyarugunga,1,2.6,piped,2,upper
KIC-01463,-1.997013,30.131006,Kicukiro,Nyarugunga,1,2.4,public_tap,3,lower_middle
KIC-01464,-1.984539,30.087832,Kicukiro,Nyarugunga,1,3.0,piped,3,lower_middle
KIC-01465,-1.957848,30.108179,Kicukiro,Kagarama,2,2.7,public_tap,1,low
KIC-01466,-1.971222,30.103699,Kicukiro,Kanombe,0,3.0,public_tap,2,lower_middle
KIC-01467,-2.014346,30.107059,Kicukiro,Nyarugunga,0,2.6,public_tap,2,low
KIC-01468,-2.006111,30.120019,Kicukiro,Nyarugunga,3,2.5,piped,2,upper
KIC-01469,-1.978761,30.068356,Kicukiro,Kagarama,1,2.2,public_tap,3,low
KIC-01470,-1.914564,30.0653,Kicukiro,Kagarama,2,3.1,piped,3,upper
KIC-01471,-1.993455,30.126095,Kicukiro,Gikondo,2,2.4,piped,2,low
KIC-01472,-1.967891,30.111606,Kicukiro,Nyarugunga,3,2.5,piped,2,middle
KIC-01473,-1.975908,30.113311,Kicukiro,Gikondo,2,2.8,public_tap,3,middle
KIC-01474,-1.94396,30.076248,Kicukiro,Nyarugunga,2,2.1,piped,3,lower_middle
KIC-01475,-2.001933,30.114806,Kicukiro,Kanombe,1,3.1,protected_well,2,middle
KIC-01476,-2.000722,30.068681,Kicukiro,Kagarama,0,3.1,piped,3,lower_middle
KIC-01477,-1.986306,30.116258,Kicukiro,Kagarama,1,2.1,piped,3,middle
KIC-01478,-1.959381,30.084695,Kicukiro,Gikondo,1,3.1,piped,3,lower_middle
KIC-01479,-1.985969,30.063754,Kicukiro,Gikondo,0,1.7,piped,3,middle
KIC-01480,-1.953765,30.100346,Kicukiro,Kagarama,1,1.8,piped,1,low
KIC-01481,-1.977444,30.086221,Kicukiro,Kagarama,2,1.9,piped,3,upper
KIC-01482,-1.993525,30.087685,Kicukiro,Kagarama,2,3.1,protected_well,2,low
KIC-01483,-1.966107,30.107524,Kicukiro,Nyarugunga,3,3.5,piped,3,low
KIC-01484,-1.984003,30.106445,Kicukiro,Nyarugunga,1,2.4,public_tap,3,upper
KIC-01485,-1.940598,30.069541,Kicukiro,Kanombe,3,3.5,piped,2,middle
KIC-01486,-1.970683,30.066024,Kicukiro,Nyarugunga,1,2.6,public_tap,2,low
KIC-01487,-1.930926,30.141658,Kicukiro,Kagarama,2,1.6,surface_water,3,lower_middle
KIC-01488,-1.993234,30.114405,Kicukiro,Nyarugunga,0,2.9,surface_water,3,upper
KIC-01489,-1.979069,30.122941,Kicukiro,Gikondo,0,2.0,piped,2,upper
KIC-01490,-1.931087,30.083813,Kicukiro,Kagarama,2,2.3,piped,3,low
KIC-01491,-1.926653,30.122013,Kicukiro,Nyarugunga,1,1.9,piped,3,upper
KIC-01492,-1.990552,30.089393,Kicukiro,Kagarama,2,2.4,piped,3,lower_middle
KIC-01493,-1.97609,30.154874,Kicukiro,Gikondo,0,2.5,public_tap,2,middle
KIC-01494,-1.943982,30.101176,Kicukiro,Gikondo,2,2.9,piped,3,low
KIC-01495,-1.988909,30.092557,Kicukiro,Nyarugunga,1,3.5,piped,1,lower_middle
KIC-01496,-1.994753,30.113111,Kicukiro,Kagarama,2,3.0,public_tap,3,low
KIC-01497,-1.937596,30.170495,Kicukiro,Kanombe,0,2.4,protected_well,1,lower_middle
KIC-01498,-1.97675,30.111244,Kicukiro,Gikondo,2,3.4,piped,3,lower_middle
KIC-01499,-1.944591,30.07081,Kicukiro,Kanombe,2,2.8,protected_well,2,lower_middle
KIC-01500,-1.966231,30.11685,Kicukiro,Nyarugunga,2,2.0,surface_water,1,lower_middle
KIC-01501,-2.007025,30.088307,Kicukiro,Gikondo,2,3.5,public_tap,3,lower_middle
KIC-01502,-1.950908,30.107354,Kicukiro,Kanombe,3,3.2,public_tap,3,upper
KIC-01503,-1.974606,30.106687,Kicukiro,Gikondo,3,2.3,surface_water,1,lower_middle
KIC-01504,-1.930412,30.094201,Kicukiro,Kanombe,2,2.2,piped,3,middle
KIC-01505,-1.941989,30.102615,Kicukiro,Kagarama,3,3.1,public_tap,2,lower_middle
KIC-01506,-1.962495,30.134369,Kicukiro,Kagarama,1,2.1,public_tap,3,lower_middle
KIC-01507,-2.051292,30.077722,Kicukiro,Nyarugunga,3,2.6,piped,3,middle
KIC-01508,-2.019917,30.162644,Kicukiro,Gikondo,0,2.1,public_tap,1,low
KIC-01509,-1.954354,30.111922,Kicukiro,Kanombe,2,2.2,protected_well,3,upper
KIC-01510,-1.909511,30.009479,Kicukiro,Nyarugunga,2,1.8,public_tap,1,low
KIC-01511,-1.969391,30.079001,Kicukiro,Kagarama,0,3.5,public_tap,1,low
KIC-01512,-1.959919,30.11535,Kicukiro,Kagarama,0,2.7,public_tap,3,low
KIC-01513,-1.949749,30.111806,Kicukiro,Nyarugunga,3,2.6,piped,2,middle
KIC-01514,-1.978756,30.065039,Kicukiro,Gikondo,1,3.1,piped,2,lower_middle
KIC-01515,-1.945416,30.124089,Kicukiro,Kanombe,2,2.2,piped,3,upper
KIC-01516,-1.969438,30.066299,Kicukiro,Kagarama,2,2.8,public_tap,3,middle
KIC-01517,-1.958811,30.07288,Kicukiro,Nyarugunga,2,2.3,piped,3,middle
KIC-01518,-1.991073,30.135629,Kicukiro,Kagarama,2,2.0,protected_well,2,low
KIC-01519,-1.94724,30.108481,Kicukiro,Kagarama,1,2.2,piped,2,low
KIC-01520,-1.959866,30.08542,Kicukiro,Kanombe,1,2.5,piped,3,middle
KIC-01521,-1.988025,30.090078,Kicukiro,Gikondo,1,2.8,piped,2,low
KIC-01522,-1.972045,30.092957,Kicukiro,Gikondo,3,2.7,piped,2,lower_middle
KIC-01523,-1.994894,30.097876,Kicukiro,Kanombe,2,2.9,protected_well,3,lower_middle
KIC-01524,-1.952184,30.197148,Kicukiro,Nyarugunga,1,2.4,surface_water,2,low
KIC-01525,-1.995009,30.114588,Kicukiro,Nyarugunga,3,2.8,piped,3,upper
KIC-01526,-1.958333,30.093457,Kicukiro,Gikondo,2,2.5,piped,2,upper
KIC-01527,-1.944615,30.120109,Kicukiro,Kagarama,3,3.0,protected_well,3,low
KIC-01528,-1.957327,30.09652,Kicukiro,Kagarama,2,2.4,protected_well,3,middle
KIC-01529,-1.964524,30.089269,Kicukiro,Nyarugunga,1,3.0,piped,2,middle
KIC-01530,-1.966207,30.05929,Kicukiro,Kanombe,2,2.7,piped,3,lower_middle
KIC-01531,-1.978909,30.104693,Kicukiro,Kagarama,2,2.7,public_tap,3,middle
KIC-01532,-1.969714,30.089898,Kicukiro,Nyarugunga,2,2.9,piped,3,low
KIC-01533,-1.88827,30.20961,Kicukiro,Kanombe,1,3.0,surface_water,3,upper
KIC-01534,-1.981162,30.091758,Kicukiro,Gikondo,1,2.2,public_tap,3,lower_middle
KIC-01535,-1.956823,30.112546,Kicukiro,Kanombe,0,2.6,public_tap,3,lower_middle
KIC-01536,-1.96791,30.103668,Kicukiro,Gikondo,3,2.2,public_tap,1,low
KIC-01537,-1.953409,30.118534,Kicukiro,Nyarugunga,2,2.1,public_tap,3,upper
KIC-01538,-1.985236,30.096282,Kicukiro,Kanombe,1,2.0,public_tap,2,lower_middle
KIC-01539,-1.992414,30.104695,Kicukiro,Nyarugunga,3,2.8,piped,3,lower_middle
KIC-01540,-1.965821,30.129868,Kicukiro,Gikondo,2,2.1,surface_water,2,lower_middle
KIC-01541,-1.91005,30.143725,Kicukiro,Kagarama,2,2.1,protected_well,1,low
KIC-01542,-1.921103,30.07552,Kicukiro,Kagarama,2,2.6,protected_well,1,lower_middle
KIC-01543,-1.969436,30.101587,Kicukiro,Gikondo,1,1.8,surface_water,1,upper
KIC-01544,-1.998919,30.206754,Kicukiro,Kagarama,1,1.8,public_tap,1,low
KIC-01545,-1.993337,30.097161,Kicukiro,Kagarama,0,2.7,piped,3,lower_middle
KIC-01546,-1.98614,30.09524,Kicukiro,Kanombe,2,2.8,public_tap,2,middle
KIC-01547,-1.965308,30.089883,Kicukiro,Kanombe,2,2.5,piped,3,lower_middle
KIC-01548,-1.950922,30.103898,Kicukiro,Kagarama,2,2.1,protected_well,3,low
KIC-01549,-1.954647,30.11481,Kicukiro,Kanombe,3,1.7,piped,2,middle
KIC-01550,-1.957892,30.110606,Kicukiro,Gikondo,1,2.9,piped,3,upper
KIC-01551,-1.953623,30.115797,Kicukiro,Kanombe,3,2.3,public_tap,2,lower_middle
KIC-01552,-1.975461,30.045398,Kicukiro,Kanombe,1,2.8,public_tap,2,upper
KIC-01553,-1.981222,30.07404,Kicukiro,Kanombe,1,3.5,piped,3,lower_middle
KIC-01554,-2.011833,30.137032,Kicukiro,Nyarugunga,2,3.0,piped,3,middle
KIC-01555,-1.978194,30.131112,Kicukiro,Gikondo,3,2.9,piped,1,middle
KIC-01556,-1.804951,30.204035,Kicukiro,Kagarama,3,1.3,protected_well,2,lower_middle
